"[idKey]","[TduCompanyName]","[RepCompany]","[Product]","[kwh500]","[kwh1000]","[kwh2000]","[Fees/Credits]","[PrePaid]","[TimeOfUse]","[Fixed]","[RateType]","[Renewable]","[TermValue]","[CancelFee]","[Website]","[SpecialTerms]","[TermsURL]","[Promotion]","[PromotionDesc]","[FactsURL]","[EnrollURL]","[PrepaidURL]","[EnrollPhone]","[NewCustomer]","[MinUsageFeesCredits]","[Language]","[Rating]"
"21834","AEP TEXAS CENTRAL COMPANY","SPARK ENERGY LLC","Spark Instant Plus 12","0.4000","0.2000","0.1000"," 0.0¢ Rate: up to 2,000 kWh
14.0¢ Rate: above 2,000 kWh $240 base fee","False","False","1","Fixed","0","12","200.00","https://www.sparkenergy.com/","","https://www.sparkenergy.com/products-and-services/?getproductpdf=1&PromotionCode=&ProductID=147655&type=TOS&title=Terms+of+Service","False","","https://www.sparkenergy.com/wp-content/uploads/EFL/CPL_AEPC_SparkInstantPlus12_120820_English.pdf","https://www.sparkenergy.com/products-and-services/?UtilityID=45&ProductID=147655","","(877) 547-7275","TRUE","TRUE","English","2"
"21835","AEP TEXAS CENTRAL COMPANY","SPARK ENERGY LLC","Spark Instant Plus 12","0.4000","0.2000","0.1000"," 0.0¢ Rate: up to 2,000 kWh
14.0¢ Rate: above 2,000 kWh $240 base fee","False","False","1","Fixed","0","12","200.00","https://www.sparkenergy.com/","","https://www.sparkenergy.com/products-and-services/?getproductpdf=1&PromotionCode=&ProductID=147655&type=TOS&title=Terms+of+Service","False","","https://www.sparkenergy.com/wp-content/uploads/EFL/CPL_AEPC_SparkInstantPlus12_120820_Spanish.pdf","https://www.sparkenergy.com/products-and-services/?UtilityID=47&ProductID=147655","","(877) 547-7275","TRUE","TRUE","Spanish","2"
"21836","AEP TEXAS CENTRAL COMPANY","CHAMPION ENERGY SERVICES LLC","Champ Saver-6","0.1080","0.1030","0.1010","","False","False","1","Fixed","16","6","150.00","https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose&agentid=ptcl6","","https://www.championenergyservices.com/Portals/0/Documents/FulfillmentDocuments_TX/Residential/TOS/TEXAS_TOS_050118.pdf","False","","https://docs.championenergyservices.com/ExternalDocs?planname=PN2412&state=TX&language=EN","https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose","","(877) 653-5090","FALSE","FALSE","English","4"
"21790","AEP TEXAS CENTRAL COMPANY","Discount Power","Value Plus 24","0.1010","0.0970","0.0950","","False","False","1","Fixed","12","24","200.00","https://www.discountpowertx.com","Electronic Billing and auto payment via bank draft, credit card, or debit card available. This offer is for new customers only. Enroll through Power to Choose or by using special promo code; Promo Code Required: WQ4135.","https://www.discountpowertx.com/files/0901751881e74f73.pdf","False","","https://www.discountpowertx.com/files/0901751882b50dc1.pdf","https://www.discountpowertx.com/resources/public/oe/zipcode.jsp?txtPromocode=WQ4135&fromLP=ptc","","(855) 265-9153","TRUE","FALSE","English","2"
"21845","AEP TEXAS CENTRAL COMPANY","CHAMPION ENERGY SERVICES LLC","Champ Saver-6","0.1080","0.1030","0.1010","","False","False","1","Fixed","16","6","150.00","https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose&agentid=ptcl6","","https://www.championenergyservices.com/Portals/0/Documents/FulfillmentDocuments_TX/Residential/TOS/TEXAS_TOS_Spanish_050118.pdf","False","","https://docs.championenergyservices.com/ExternalDocs?planname=PN2412&state=TX&language=ES","https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose","","(877) 653-5090","FALSE","FALSE","Spanish","4"
"21850","AEP TEXAS CENTRAL COMPANY","CHAMPION ENERGY SERVICES LLC","Champ Saver-15","0.1080","0.1030","0.1010","","False","False","1","Fixed","16","15","250","https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose&agentid=ptcl18","","https://www.championenergyservices.com/Portals/0/Documents/FulfillmentDocuments_TX/Residential/TOS/TEXAS_TOS_Spanish_050118.pdf","False","","https://docs.championenergyservices.com/ExternalDocs?planname=PN2414&state=TX&language=ES","https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose","","(877) 653-5090","FALSE","FALSE","Spanish","4"
"21855","AEP TEXAS CENTRAL COMPANY","CONSTELLATION NEWENERGY INC","36 Month","0.1170","0.1120","0.1100","","False","False","1","Fixed","15","36","99.00","https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html","","https://www.constellation.com/bin/residential/Terms_TX?versionNum=01P8R","False","","https://www.constellation.com/bin/residential/Terms_TX?versionNum=01ZCW","https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html","","(855) 797-8465","FALSE","FALSE","English","3"
"21856","AEP TEXAS CENTRAL COMPANY","CONSTELLATION NEWENERGY INC","36 Month","0.1170","0.1120","0.1100","","False","False","1","Fixed","15","36","99.00","https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html","","https://signup.startexpower.constellation.com/Contract/01P8R.pdf/?language=ES","False","","https://signup.startexpower.constellation.com/Contract/01ZCW.pdf/?language=ES","https://www.constellation.com/content/constellation/en/campaigns/powertochoose.html","","(855) 797-8465","FALSE","FALSE","Spanish","3"
"21875","AEP TEXAS CENTRAL COMPANY","DIRECT ENERGY","Live Brighter 5","0.0890","0.0800","0.0760","","False","False","1","Fixed","15","5","135.00","https://www.directenergy.com/texas/electricity-plans/msid/62/pid/?utm_source=BD&utm_medium=PTC","Precio medio refleja cargo mensual de $4.95. Sólo para nuevos clientes.","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_FIXED_TOS_SPA_20200303.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDARXXX4210_SPA_20201201.PDF","https://www.directenergy.com/texas/electricity-plans/live-brighter-5-ptc/msid/62/pid/pb12?utm_source=BD&utm_medium=PTC","","(855) 629-7634","TRUE","FALSE","Spanish","3"
"21876","AEP TEXAS CENTRAL COMPANY","DIRECT ENERGY","Live Brighter 5","0.0890","0.0800","0.0760","","False","False","1","Fixed","15","5","135.00","https://www.directenergy.com/texas/electricity-plans/msid/62/pid/?utm_source=BD&utm_medium=PTC","Take advantage of a competitive energy rate and enjoy 5 months with a great fixed rate for your electricity. Monthly base charge $4.95. For new customers only.","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_FIXED_TOS_ENG_2020303.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDARXXX4210_ENG_20201201.PDF","https://www.directenergy.com/texas/electricity-plans/live-brighter-5-ptc/msid/62/pid/?utm_source=BD&utm_medium=PTC","","(855) 629-7634","TRUE","FALSE","English","3"
"21931","AEP TEXAS CENTRAL COMPANY","POWER OF TEXAS HOLDINGS INC","Power of Texas 3","0.1140","0.1050","0.1010","","False","False","1","Fixed","24","3","150.00","http://www.poweroftexas.com","","https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCTMARKETING/POTX.TOS.06132019.English_1ad39f79-6cf0-4817-a765-c156207a20e7.pdf","False","","https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCT/POTXN4F03D0DG016_20200921_ENG_61e993c8-a875-47a1-bdc6-1319955e4942.pdf","http://www.poweroftexas.com/powertochoose","","(888) 500-8348","TRUE","FALSE","English","1"
"21955","AEP TEXAS CENTRAL COMPANY","POWER OF TEXAS HOLDINGS INC","Plan de Tarifa Fija Power of Texas 3","0.1140","0.1050","0.1010","","False","False","1","Fixed","24","3","150.00","http://www.poweroftexas.com","","https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCTMARKETING/POTX.TOS.06132019.Spanish_1b19ae5a-6312-473c-95a9-49354d67d6c1.pdf","False","","https://s3-us-west-2.amazonaws.com/potx-ironhide.operations/PRODUCT/POTXN4F03D0DG016_20200921_SPA_09bff9be-219f-445b-a4bc-9b434ac83abf.pdf","http://www.poweroftexas.com/powertochoose","","(888) 500-8348","TRUE","FALSE","Spanish","1"
"21981","AEP TEXAS CENTRAL COMPANY","GREEN MOUNTAIN ENERGY COMPANY","Pollution Free e-Plus 60 Choice","0.1060","0.1010","0.0990","
","False","False","1","Fixed","100","60","300.00","https://www.greenmountainenergy.com","¡Inscríbete para electricidad 100% Pollution Free hoy mismo! Este plan requiere que te inscribas en facturación Tree Free y Auto Pay en greenmountain.com/myaccount dentro de treinta (30) días de la fecha de inicio de tu servicio. Términos y condiciones adicionales aplican. Ve la página de confirmación de pedido para detalles.","http://signup.greenmountain.com/files/0901751881a3001b.pdf","False","","https://signup.greenmountain.com/files/0901751882547e0d.pdf","https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P12_ES","","(844) 854-2260","FALSE","FALSE","Spanish","4"
"21983","AEP TEXAS CENTRAL COMPANY","GREEN MOUNTAIN ENERGY COMPANY","Pollution Free e-Plus 60 Choice","0.1060","0.1010","0.0990","","False","False","1","Fixed","100","60","300.00","https://www.greenmountainenergy.com","Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.","https://signup.greenmountain.com/files/0901751881a3001a.pdf","False","","https://signup.greenmountain.com/files/0901751882547e01.pdf","https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P12","","(844) 854-2260","FALSE","FALSE","English","4"
"21985","AEP TEXAS CENTRAL COMPANY","CHARIOT ENERGY","Chariot Choice 6","0.0890","0.0840","0.0820","","False","False","1","Fixed","100","6","49.00","https://chariotenergy.com/","Sign-up today and receive regret-free 100% clean renewable energy at prices competitive to traditional power.  We’re committed to providing our customers transparency, simplicity and clean energy backed by world class customer experience.","https://signup.chariotenergy.com/Home/TOS?productId=28480","False","","https://signup.chariotenergy.com/Home/EFl?productId=28480","https://signup.chariotenergy.com/Home/index?ProductCode=RN06000029&Promo=PTC","","(855) 524-2746","FALSE","FALSE","English","4"
"21987","AEP TEXAS CENTRAL COMPANY","CHARIOT ENERGY","Chariot Choice 6","0.0890","0.0840","0.0820","","False","False","1","Fixed","100","6","49.00","https://chariotenergy.com/","Regístrese hoy y reciba 100% energía renovable y limpia sin remordimientos a precios competitivos en comparación con la energía tradicional. Estamos comprometidos a proporcionar a nuestros clientes transparencia, simplicidad y energía limpia respaldados por una experiencia de cliente de clase mundial.","https://signup.chariotenergy.com/Home/TOS?productId=28480&ver=spanish","False","","https://signup.chariotenergy.com/Home/EFl?productId=28480&ver=spanish","https://signup.chariotenergy.com/Home/index?ProductCode=RN06000029&Promo=PTC","","(855) 524-2746","FALSE","FALSE","Spanish","4"
"22008","AEP TEXAS CENTRAL COMPANY","GREEN MOUNTAIN ENERGY COMPANY","Pollution Free e-Plus 12 Choice","0.1220","0.1170","0.1150","","False","False","1","Fixed","100","12","150.00","https://www.greenmountainenergy.com","Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.","https://signup.greenmountain.com/files/0901751881a3001a.pdf","False","","https://signup.greenmountain.com/files/090175188224ba93.pdf","https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P12","","(844) 854-2260","FALSE","FALSE","English","4"
"22009","AEP TEXAS CENTRAL COMPANY","GREEN MOUNTAIN ENERGY COMPANY","Pollution Free e-Plus 12 Choice","0.1220","0.1170","0.1150","","False","False","1","Fixed","100","12","150.00","https://www.greenmountainenergy.com","¡Inscríbete para electricidad 100% Pollution Free hoy mismo! Este plan requiere que te inscribas en facturación Tree Free y Auto Pay en greenmountain.com/myaccount dentro de treinta (30) días de la fecha de inicio de tu servicio. Términos y condiciones adicionales aplican. Ve la página de confirmación de pedido para detalles.","https://signup.greenmountain.com/files/0901751881a3001b.pdf","False","","https://signup.greenmountain.com/files/090175188224ba94.pdf","https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P12","","(844) 854-2260","FALSE","FALSE","Spanish","4"
"22018","AEP TEXAS CENTRAL COMPANY","GREEN MOUNTAIN ENERGY COMPANY","Pollution Free e-Plus Choice","0.1560","0.1520","0.1500","","False","False","0","Variable","100","0","0.00","https://www.greenmountainenergy.com","Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.","https://signup.greenmountain.com/files/0901751881a3001a.pdf","False","","https://signup.greenmountain.com/files/0901751881e90d5f.pdf","https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-PlusMTM","","(844) 854-2260","FALSE","FALSE","English","4"
"22019","AEP TEXAS CENTRAL COMPANY","GREEN MOUNTAIN ENERGY COMPANY","Pollution Free e-Plus Choice","0.1560","0.1520","0.1500","","False","False","0","Variable","100","0","0.00","https://www.greenmountainenergy.com","¡Inscríbete para electricidad 100% Pollution Free hoy mismo! Este plan requiere que te inscribas en facturación Tree Free y Auto Pay en greenmountain.com/myaccount dentro de treinta (30) días de la fecha de inicio de tu servicio. Términos y condiciones adicionales aplican. Ve la página de confirmación de pedido para detalles.","https://signup.greenmountain.com/files/0901751881a3001b.pdf","False","","https://signup.greenmountain.com/files/0901751881e90d60.pdf","https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-PlusMTM_ES","","(844) 854-2260","FALSE","FALSE","Spanish","4"
"22029","AEP TEXAS CENTRAL COMPANY","GREEN MOUNTAIN ENERGY COMPANY","Pollution Free Conserve 12 Choice","0.1210","0.1070","0.1200","A flat GME energy charge of  4.9942¢ per kWh for the first 1,000 kWh, a flat GME energy charge of 8.8942¢ per kWh for usage over 1,000 kilowatts and a monthly base charge of $10.00. The price can only change to reflect actual price changes that are allowed by Public Utility Commission rules due to changes in law or regulatory charges.
","False","False","1","Fixed","100","12","150.00","https://www.greenmountainenergy.com","Sign up for 100% Pollution Free Electricity today! The more energy you conserve, the more you’ll save. Choose our Pollution Free Conserve plan and get a lower rate on your first 1,000 kWh of monthly usage. Additional terms and conditions apply. See order confirmation page for details.","https://signup.greenmountain.com/files/0901751881a3001a.pdf","False","","https://signup.greenmountain.com/files/0901751881e90b5a.pdf","https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFCons12","","(844) 854-2260","FALSE","TRUE","English","4"
"22030","AEP TEXAS CENTRAL COMPANY","GREEN MOUNTAIN ENERGY COMPANY","Pollution Free Conserve 12 Choice","0.1210","0.1070","0.1200","Una tarifa fija de electricidad de GME de 4.9942¢ por los primeros 1,000 kWh, una tarifa de electricidad de GME de 8.8942¢ por kWh para el consumo más de 1,000 kilovatios y un cargo base mensual de $ 10.00. El precio sólo puede cambiar para reflejar los cambios del precio real permitidos de las reglas de la Comisión de Servicios Públicos (PUC) debido a cambios en las leyes o cargos regulatorios.

","False","False","1","Fixed","100","12","150.00","https://www.greenmountainenergy.com","¡Inscríbete para electricidad 100% Pollution Free hoy mismo! Este plan requiere que te inscribas en facturación Tree Free y Auto Pay en greenmountain.com/myaccount dentro de treinta (30) días de la fecha de inicio de tu servicio. Términos y condiciones adicionales aplican. Ve la página de confirmación de pedido para detalles.","http://signup.greenmountain.com/files/0901751881a3001b.pdf","False","","https://signup.greenmountain.com/files/0901751881e90b5b.pdf","https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFCons12_ES","http://12.1	10.7	11.9","(844) 854-2260","FALSE","TRUE","Spanish","4"
"22221","AEP TEXAS CENTRAL COMPANY","FIRST CHOICE POWER ","Power-To-Go-Variable","0.1400","0.1250","0.1180","","True","False","0","Variable","15","1","0.00","https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC","Prepaid electricity with no long-term contract commitment. Monthly base charge $9.99.","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP PTG_TOS_ENG_20170418.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFARPXX0402_ENG_20201201.PDF","https://www.firstchoicepower.com/texas/electricity-plans/power-to-go-mtm-ptc/msid/26550/pid/ptgptc?utm_source=BD&utm_medium=PTC","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=PDS&name=FCP_AEPC_PTG_Disclosure_Statement_Eng_20181018.pdf","(888) 676-9883","TRUE","FALSE","English","3"
"22172","AEP TEXAS CENTRAL COMPANY","4CHANGE ENERGY","Power Saver 12","0.1080","0.1030","0.1010","","False","False","1","Fixed","6","12","20 per month remaining","https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc&utm_medium=AEPTCC_12&utm_campaign=affiliate&promocode=ptc&tdu=ER_AEPTCC&productcode=powsvb12haf_a&utm_content=powersaver","","https://www.4changeenergy.com/Docs/TOSA_4ChangeEnergy.pdf","False","","https://www.4changeenergy.com/viewpdf.aspx/?Docs/efl_powsvb12haf_a.pdf","https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc&utm_medium=AEPTCC_12&utm_campaign=affiliate&promocode=ptc&tdu=ER_AEPTCC&productcode=powsvb12haf_a&utm_content=powersaver","","(844) 840-1066","TRUE","FALSE","English","2"
"22226","AEP TEXAS CENTRAL COMPANY","FIRST CHOICE POWER ","Power-To-Go-Variable","0.1400","0.1250","0.1180","","True","False","0","Variable","15","1","0.00","https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC","Precio medio refleja cargo mensual de $9.99.","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP PTG_TOS_SPA_20170418.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFARPXX0402_SPA_20201201.PDF","https://www.firstchoicepower.com/texas/electricity-plans/power-to-go-mtm-ptc/msid/26550/pid/ptgptc?utm_source=BD&utm_medium=PTC","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=PDS&name=FCP_AEPC_PTG_Disclosure_Statement_SPA_20181018.pdf","(888) 676-9883","TRUE","FALSE","Spanish","3"
"22241","AEP TEXAS CENTRAL COMPANY","Bulb","Simply-Flex","0.1000","0.0960","0.0940","","False","False","0","Variable","100","0","0.00","https://www.bulb.com","Doing good for your budget (and Texas) is easier than ever. At Bulb, we’re proud to supply our members with 100% green energy that is affordable and helps the planet.And it all comes with no annual contracts and no cancellation fees.We're also offering $100 in credit and a $10 donation to Feeding Texas for Essential Workers.To take advantage of this offer visit frontline.bulb.com","https://storage.googleapis.com/bulb-platform-prod-9330-web-us-static-pages/documents/Bulb_Terms_of_Service.pdf","False","","https://storage.googleapis.com/bulb-platform-prod-9330-web-us-static-pages/documents/Bulb_EFL_Legal_AEPC.pdf","https://bulb.com/?utm_source=powertochoose&utm_campaign=aepc&utm_medium=broker","","(833) 439-2852","FALSE","FALSE","English",
"22243","AEP TEXAS CENTRAL COMPANY","FIRST CHOICE POWER ","Power-To-Go Free Weekends","0.1390","0.1290","0.1240","","True","True","0","Variable","15","1","0.00","https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC","Prepaid electricity with no long-term contract commitment. Monthly base charge $9.99. Available for new customers only. Offer available online only.","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP PTG_TOU_ENG_20170418.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFARPXT0356_ENG_20201201.PDF","https://www.firstchoicepower.com/texas/electricity-plans/power-to-go-free-weekends-ptc/msid/26550/pid/ptgptc?utm_source=BD&utm_medium=PTC","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=PDS&name=FCP_AEPC_PTG_Disclosure_Statement_Eng_20181018.pdf","(888) 676-9883","TRUE","FALSE","English","3"
"22244","AEP TEXAS CENTRAL COMPANY","FIRST CHOICE POWER ","Power-To-Go Free Weekends","0.1390","0.1290","0.1240","","True","True","0","Variable","15","1","0.00","https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC","Precio medio refleja cargo mensual de $9.99. Sólo para nuevos clientes. Sólo disponible en linea.","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP PTG_TOU_SPA_20170418.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFARPXT0356_SPA_20201201.PDF","https://www.firstchoicepower.com/texas/electricity-plans/power-to-go-free-weekends-ptc/msid/26550/pid/ptgptc?utm_source=BD&utm_medium=PTC","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=PDS&name=FCP_AEPC_PTG_Disclosure_Statement_Spa_20181018.pdf","(888) 676-9883","TRUE","FALSE","Spanish","3"
"22256","AEP TEXAS CENTRAL COMPANY","FIRST CHOICE POWER ","Power-To-Go Green Variable","0.1400","0.1250","0.1180","","True","False","0","Variable","100","1","0.00","https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC","Prepaid electricity with no long-term contract commitment. Monthly base charge $9.99. Available for new customers only. Offer available online only.","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP PTG_TOS_ENG_20170418.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFARPXX0403_ENG_20201201.PDF","https://www.firstchoicepower.com/texas/electricity-plans/power-to-go-green-mtm-ptc/msid/26550/pid/ptgptc?utm_source=BD&utm_medium=PTC","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=PDS&name=FCP_AEPC_PTG_Disclosure_Statement_Eng_20181018.pdf","(888) 676-9883","TRUE","FALSE","English","3"
"22257","AEP TEXAS CENTRAL COMPANY","FIRST CHOICE POWER ","Power-To-Go Green Variable","0.1400","0.1250","0.1180","","True","False","0","Variable","100","1","0.00","https://www.firstchoicepower.com/texas/electricity-plans/msid/26550/pid/grid?utm_source=BD&utm_medium=PTC","Precio medio refleja cargo mensual de $9.99. Sólo para nuevos clientes. Sólo disponible en linea.","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=FCP PTG_TOS_SPA_20170418.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=VFARPXX0403_SPA_20201201.PDF","https://www.firstchoicepower.com/texas/electricity-plans/power-to-go-green-mtm-ptc/msid/26550/pid/ptgptc?utm_source=BD&utm_medium=PTC","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=PDS&name=FCP_AEPC_PTG_Disclosure_Statement_Spa_20181018.pdf","(888) 676-9883","TRUE","FALSE","Spanish","3"
"22264","AEP TEXAS CENTRAL COMPANY","DIRECT ENERGY","Live Brighter 20","0.1030","0.0940","0.0900","","False","False","1","Fixed","15","20","135.00","https://www.directenergy.com/texas/electricity-plans/msid/62/pid/?utm_source=BD&utm_medium=PTC","Take advantage of a competitive energy rate and enjoy 20 months with a great fixed rate for your electricity. Monthly base charge $4.95. For new customers only.","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_FIXED_TOS_ENG_2020303.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDARXXX4212_ENG_20201201.PDF","https://www.directenergy.com/texas/electricity-plans/live-brighter-20-ptc/msid/62/pid/?utm_source=BD&utm_medium=PTC","","(855) 629-7634","TRUE","FALSE","English","3"
"22265","AEP TEXAS CENTRAL COMPANY","DIRECT ENERGY","Live Brighter 20","0.1030","0.0940","0.0900","","False","False","1","Fixed","15","20","135.00","https://www.directenergy.com/texas/electricity-plans/msid/62/pid/?utm_source=BD&utm_medium=PTC","Precio medio refleja cargo mensual de $4.95. Sólo para nuevos clientes.","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=DE_FIXED_TOS_SPA_20200303.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FDARXXX4212_SPA_20201201.PDF","https://www.directenergy.com/texas/electricity-plans/live-brighter-20-ptc/msid/62/pid/?utm_source=BD&utm_medium=PTC","","(855) 629-7634","TRUE","FALSE","Spanish","3"
"22274","AEP TEXAS CENTRAL COMPANY","CPL RETAIL ENERGY","Price Protection Plan 20","0.1030","0.0940","0.0900","","False","False","1","Fixed","15","20","135.00","https://www.cplretailenergy.com/texas/electricity-plans/msid/3051/pid/grid?utm_source=BD&utm_medium=ptc","This plan secures a low fixed rate for the term of the plan. Enroll now to avoid fluctuating rates. Monthly base charge $4.95. For new customers only.","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=CPL_FIXED_TOS_ENG_2020303.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FCARXXX1805_ENG_20201201.PDF","https://www.cplretailenergy.com/texas/electricity-plans/price-protection-20/msid/3051/pid/pp7?utm_source=BD&utm_medium=ptc","","(844) 664-2838","TRUE","FALSE","English","5"
"22275","AEP TEXAS CENTRAL COMPANY","CPL RETAIL ENERGY","Price Protection Plan 20","0.1030","0.0940","0.0900","","False","False","1","Fixed","15","20","135.00","https://www.cplretailenergy.com/texas/electricity-plans/msid/3051/pid/grid?utm_source=BD&utm_medium=ptc","Precio medio refleja cargo mensual de $4.95","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=CPL_FIXED_TOS_SPA_2020303.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FCARXXX1805_SPA_20201201.PDF","https://www.cplretailenergy.com/texas/electricity-plans/price-protection-20/msid/3051/pid/pp7?utm_source=BD&utm_medium=ptc","","(844) 664-2838","TRUE","FALSE","Spanish","5"
"22326","AEP TEXAS CENTRAL COMPANY","4CHANGE ENERGY","Power Saver 12","0.1080","0.1030","0.1010","","False","False","1","Fixed","6","12","20 por cada mes restante","https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc_spanish&utm_medium=AEPTCC_12&utm_campaign=affiliate&promocode=ptc&tdu=ER_AEPTCC&productcode=powsvb12haf_a&utm_content=powersaver","","https://www.4changeenergy.com/Docs/TOSA_4ChangeEnergy_s.pdf","False","","https://www.4changeenergy.com/viewpdf.aspx/?Docs/efl_powsvb12haf_a_s.pdf","https://www.4changeenergy.com/personalized-plans-and-rates/?utm_source=ptc_spanish&utm_medium=AEPTCC_12&utm_campaign=affiliate&promocode=ptc&tdu=ER_AEPTCC&productcode=powsvb12haf_a&utm_content=powersaver","","(844) 840-1066","TRUE","FALSE","Spanish","2"
"22397","AEP TEXAS CENTRAL COMPANY","CPL RETAIL ENERGY","Price Protection Plan 5","0.0890","0.0800","0.0760","","False","False","1","Fixed","15","5","135.00","https://www.cplretailenergy.com/texas/electricity-plans/msid/3051/pid/grid?utm_source=BD&utm_medium=ptc","This plan secures a low fixed rate for the term of the plan. Enroll now to avoid fluctuating rates. Monthly base charge $4.95. For new customers only.","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=TOS&name=CPL_FIXED_TOS_ENG_2020303.pdf","False","","https://refer.directenergy.com/ImageServer/Documents/DocumentName?type=EFL&name=FCARXXX1806_ENG_20201201.PDF","https://www.cplretailenergy.com/texas/electricity-plans/price-protection-5-ptc/msid/3051/pid/pp7?utm_source=BD&utm_medium=ptc","","(844) 664-2838","TRUE","FALSE","English","5"
